OrderNumber,ProductKey,CustomerKey,OrderDate,ShippingDate,DueDate,SalesAmount,Quantity,Price
SO73086,54,11222,2013-12-14,2013-12-21,2013-12-26,1120,1,1120
SO73086,217,11222,2013-12-14,2013-12-21,2013-12-26,35,1,35
SO73087,64,8017,2013-12-14,2013-12-21,2013-12-26,1701,1,1701
SO73087,222,8017,2013-12-14,2013-12-21,2013-12-26,50,1,50
SO73088,64,8120,2013-12-14,2013-12-21,2013-12-26,1701,1,1701
SO73088,295,8120,2013-12-14,2013-12-21,2013-12-26,5,1,5
SO73088,5,8120,2013-12-14,2013-12-21,2013-12-26,9,1,9
SO73088,223,8120,2013-12-14,2013-12-21,2013-12-26,50,1,50
SO73089,64,8149,2013-12-14,2013-12-21,2013-12-26,1701,1,1701
SO73089,223,8149,2013-12-14,2013-12-21,2013-12-26,50,1,50
SO73090,67,8354,2013-12-14,2013-12-21,2013-12-26,1701,1,1701
SO73091,57,9935,2013-12-14,2013-12-21,2013-12-26,1120,1,1120
SO73091,286,9935,2013-12-14,2013-12-21,2013-12-26,25,1,25
SO73092,54,10911,2013-12-14,2013-12-21,2013-12-26,1120,1,1120
SO73092,272,10911,2013-12-14,2013-12-21,2013-12-26,54,1,54
SO73093,40,17694,2013-12-14,2013-12-21,2013-12-26,540,1,540
SO73093,217,17694,2013-12-14,2013-12-21,2013-12-26,35,1,35
SO73094,40,16811,2013-12-14,2013-12-21,2013-12-26,540,1,540
SO73094,295,16811,2013-12-14,2013-12-21,2013-12-26,5,1,5
SO73094,5,16811,2013-12-14,2013-12-21,2013-12-26,9,1,9
SO73094,204,16811,2013-12-14,2013-12-21,2013-12-26,24,1,24
SO73095,97,2259,2013-12-14,2013-12-21,2013-12-26,2384,1,2384
SO73096,86,4123,2013-12-14,2013-12-21,2013-12-26,742,1,742
SO73096,271,4123,2013-12-14,2013-12-21,2013-12-26,54,1,54
SO73097,84,373,2013-12-14,2013-12-21,2013-12-26,742,1,742
SO73097,5,373,2013-12-14,2013-12-21,2013-12-26,9,1,9
SO73098,95,3034,2013-12-15,2013-12-22,2013-12-27,2384,1,2384
SO73098,216,3034,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73098,204,3034,2013-12-15,2013-12-22,2013-12-27,24,1,24
SO73099,65,5029,2013-12-15,2013-12-22,2013-12-27,1701,1,1701
SO73099,216,5029,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73100,65,13483,2013-12-15,2013-12-22,2013-12-27,1701,1,1701
SO73101,282,2160,2013-12-15,2013-12-22,2013-12-27,25,1,25
SO73101,238,2160,2013-12-15,2013-12-22,2013-12-27,2,1,2
SO73101,105,2160,2013-12-15,2013-12-22,2013-12-27,8,1,8
SO73102,111,6324,2013-12-15,2013-12-22,2013-12-27,22,1,22
SO73102,273,6324,2013-12-15,2013-12-22,2013-12-27,54,1,54
SO73103,284,8651,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73103,289,8651,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73103,238,8651,2013-12-15,2013-12-22,2013-12-27,2,1,2
SO73104,284,8268,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73104,289,8268,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73104,238,8268,2013-12-15,2013-12-22,2013-12-27,2,1,2
SO73105,285,15432,2013-12-15,2013-12-22,2013-12-27,21,1,21
SO73105,238,15432,2013-12-15,2013-12-22,2013-12-27,2,1,2
SO73106,285,9608,2013-12-15,2013-12-22,2013-12-27,21,1,21
SO73106,238,9608,2013-12-15,2013-12-22,2013-12-27,2,1,2
SO73107,215,4603,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73108,5,9213,2013-12-15,2013-12-22,2013-12-27,9,1,9
SO73108,295,9213,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73108,271,9213,2013-12-15,2013-12-22,2013-12-27,54,1,54
SO73108,103,9213,2013-12-15,2013-12-22,2013-12-27,9,1,9
SO73109,205,3055,2013-12-15,2013-12-22,2013-12-27,24,1,24
SO73110,16,7621,2013-12-15,2013-12-22,2013-12-27,769,1,769
SO73110,223,7621,2013-12-15,2013-12-22,2013-12-27,50,1,50
SO73111,17,5555,2013-12-15,2013-12-22,2013-12-27,769,1,769
SO73111,4,5555,2013-12-15,2013-12-22,2013-12-27,10,1,10
SO73111,295,5555,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73111,206,5555,2013-12-15,2013-12-22,2013-12-27,24,1,24
SO73112,27,4670,2013-12-15,2013-12-22,2013-12-27,2320,1,2320
SO73113,29,9593,2013-12-15,2013-12-22,2013-12-27,2320,1,2320
SO73113,238,9593,2013-12-15,2013-12-22,2013-12-27,2,1,2
SO73113,105,9593,2013-12-15,2013-12-22,2013-12-27,8,1,8
SO73114,27,9867,2013-12-15,2013-12-22,2013-12-27,2320,1,2320
SO73114,221,9867,2013-12-15,2013-12-22,2013-12-27,55,1,55
SO73115,27,9576,2013-12-15,2013-12-22,2013-12-27,2320,1,2320
SO73115,111,9576,2013-12-15,2013-12-22,2013-12-27,22,1,22
SO73115,4,9576,2013-12-15,2013-12-22,2013-12-27,10,1,10
SO73115,103,9576,2013-12-15,2013-12-22,2013-12-27,9,1,9
SO73115,215,9576,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73116,27,6768,2013-12-15,2013-12-22,2013-12-27,2320,1,2320
SO73116,4,6768,2013-12-15,2013-12-22,2013-12-27,10,1,10
SO73117,7,8338,2013-12-15,2013-12-22,2013-12-27,540,1,540
SO73117,216,8338,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73118,9,5272,2013-12-15,2013-12-22,2013-12-27,540,1,540
SO73118,111,5272,2013-12-15,2013-12-22,2013-12-27,22,1,22
SO73118,103,5272,2013-12-15,2013-12-22,2013-12-27,9,1,9
SO73119,11,5269,2013-12-15,2013-12-22,2013-12-27,565,1,565
SO73119,282,5269,2013-12-15,2013-12-22,2013-12-27,25,1,25
SO73119,289,5269,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73119,238,5269,2013-12-15,2013-12-22,2013-12-27,2,1,2
SO73120,290,501,2013-12-15,2013-12-22,2013-12-27,4,1,4
SO73120,221,501,2013-12-15,2013-12-22,2013-12-27,55,1,55
SO73121,288,16636,2013-12-15,2013-12-22,2013-12-27,29,1,29
SO73121,291,16636,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73121,216,16636,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73121,204,16636,2013-12-15,2013-12-22,2013-12-27,24,1,24
SO73122,291,17276,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73122,215,17276,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73123,282,15120,2013-12-15,2013-12-22,2013-12-27,25,1,25
SO73123,289,15120,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73123,216,15120,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73124,282,216,2013-12-15,2013-12-22,2013-12-27,25,1,25
SO73125,287,13238,2013-12-15,2013-12-22,2013-12-27,33,1,33
SO73125,290,13238,2013-12-15,2013-12-22,2013-12-27,4,1,4
SO73125,215,13238,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73126,287,13288,2013-12-15,2013-12-22,2013-12-27,33,1,33
SO73126,290,13288,2013-12-15,2013-12-22,2013-12-27,4,1,4
SO73126,292,13288,2013-12-15,2013-12-22,2013-12-27,64,1,64
SO73127,282,15093,2013-12-15,2013-12-22,2013-12-27,25,1,25
SO73127,289,15093,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73127,217,15093,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73128,289,13926,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73128,282,13926,2013-12-15,2013-12-22,2013-12-27,25,1,25
SO73128,238,13926,2013-12-15,2013-12-22,2013-12-27,2,1,2
SO73129,290,4873,2013-12-15,2013-12-22,2013-12-27,4,1,4
SO73129,292,4873,2013-12-15,2013-12-22,2013-12-27,64,1,64
SO73129,287,4873,2013-12-15,2013-12-22,2013-12-27,33,1,33
SO73130,283,12821,2013-12-15,2013-12-22,2013-12-27,30,1,30
SO73130,289,12821,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73130,238,12821,2013-12-15,2013-12-22,2013-12-27,2,1,2
SO73131,4,6361,2013-12-15,2013-12-22,2013-12-27,10,1,10
SO73131,295,6361,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73132,4,10734,2013-12-15,2013-12-22,2013-12-27,10,1,10
SO73132,295,10734,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73133,277,9357,2013-12-15,2013-12-22,2013-12-27,9,1,9
SO73133,268,9357,2013-12-15,2013-12-22,2013-12-27,70,1,70
SO73134,269,9337,2013-12-15,2013-12-22,2013-12-27,70,1,70
SO73135,103,7312,2013-12-15,2013-12-22,2013-12-27,9,1,9
SO73135,295,7312,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73136,268,9763,2013-12-15,2013-12-22,2013-12-27,70,1,70
SO73136,272,9763,2013-12-15,2013-12-22,2013-12-27,54,1,54
SO73137,289,5085,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73138,289,4783,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73138,238,4783,2013-12-15,2013-12-22,2013-12-27,2,1,2
SO73139,289,4819,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73140,289,5934,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73140,217,5934,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73141,111,3782,2013-12-15,2013-12-22,2013-12-27,22,1,22
SO73141,216,3782,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73142,286,9726,2013-12-15,2013-12-22,2013-12-27,25,1,25
SO73142,290,9726,2013-12-15,2013-12-22,2013-12-27,4,1,4
SO73142,215,9726,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73143,270,488,2013-12-15,2013-12-22,2013-12-27,54,1,54
SO73144,290,12219,2013-12-15,2013-12-22,2013-12-27,4,1,4
SO73144,217,12219,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73145,290,13216,2013-12-15,2013-12-22,2013-12-27,4,1,4
SO73145,216,13216,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73145,223,13216,2013-12-15,2013-12-22,2013-12-27,50,1,50
SO73146,290,15889,2013-12-15,2013-12-22,2013-12-27,4,1,4
SO73146,217,15889,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73147,295,13208,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73148,285,15820,2013-12-15,2013-12-22,2013-12-27,21,1,21
SO73148,290,15820,2013-12-15,2013-12-22,2013-12-27,4,1,4
SO73148,103,15820,2013-12-15,2013-12-22,2013-12-27,9,1,9
SO73148,217,15820,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73149,291,6809,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73149,221,6809,2013-12-15,2013-12-22,2013-12-27,55,1,55
SO73149,216,6809,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73150,4,2594,2013-12-15,2013-12-22,2013-12-27,10,1,10
SO73150,295,2594,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73150,216,2594,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73151,29,7877,2013-12-15,2013-12-22,2013-12-27,2320,1,2320
SO73151,4,7877,2013-12-15,2013-12-22,2013-12-27,10,1,10
SO73152,27,2731,2013-12-15,2013-12-22,2013-12-27,2320,1,2320
SO73152,4,2731,2013-12-15,2013-12-22,2013-12-27,10,1,10
SO73152,206,2731,2013-12-15,2013-12-22,2013-12-27,24,1,24
SO73152,215,2731,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73153,27,7567,2013-12-15,2013-12-22,2013-12-27,2320,1,2320
SO73153,284,7567,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73153,204,7567,2013-12-15,2013-12-22,2013-12-27,24,1,24
SO73154,14,9016,2013-12-15,2013-12-22,2013-12-27,565,1,565
SO73155,13,9004,2013-12-15,2013-12-22,2013-12-27,565,1,565
SO73155,4,9004,2013-12-15,2013-12-22,2013-12-27,10,1,10
SO73155,295,9004,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73156,28,7516,2013-12-15,2013-12-22,2013-12-27,2320,1,2320
SO73156,284,7516,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73156,289,7516,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73156,111,7516,2013-12-15,2013-12-22,2013-12-27,22,1,22
SO73156,295,7516,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73156,4,7516,2013-12-15,2013-12-22,2013-12-27,10,1,10
SO73157,29,7512,2013-12-15,2013-12-22,2013-12-27,2320,1,2320
SO73157,111,7512,2013-12-15,2013-12-22,2013-12-27,22,1,22
SO73157,4,7512,2013-12-15,2013-12-22,2013-12-27,10,1,10
SO73157,295,7512,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73157,221,7512,2013-12-15,2013-12-22,2013-12-27,55,1,55
SO73157,273,7512,2013-12-15,2013-12-22,2013-12-27,54,1,54
SO73158,26,2879,2013-12-15,2013-12-22,2013-12-27,2295,1,2295
SO73158,111,2879,2013-12-15,2013-12-22,2013-12-27,22,1,22
SO73158,222,2879,2013-12-15,2013-12-22,2013-12-27,50,1,50
SO73159,25,7443,2013-12-15,2013-12-22,2013-12-27,2295,1,2295
SO73159,4,7443,2013-12-15,2013-12-22,2013-12-27,10,1,10
SO73159,295,7443,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73159,238,7443,2013-12-15,2013-12-22,2013-12-27,2,1,2
SO73160,86,16896,2013-12-15,2013-12-22,2013-12-27,742,1,742
SO73160,288,16896,2013-12-15,2013-12-22,2013-12-27,29,1,29
SO73160,291,16896,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73160,216,16896,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73161,69,11201,2013-12-15,2013-12-22,2013-12-27,2443,1,2443
SO73161,217,11201,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73162,39,16488,2013-12-15,2013-12-22,2013-12-27,540,1,540
SO73163,38,16489,2013-12-15,2013-12-22,2013-12-27,540,1,540
SO73164,38,16491,2013-12-15,2013-12-22,2013-12-27,540,1,540
SO73164,5,16491,2013-12-15,2013-12-22,2013-12-27,9,1,9
SO73165,92,15303,2013-12-15,2013-12-22,2013-12-27,1215,1,1215
SO73165,288,15303,2013-12-15,2013-12-22,2013-12-27,29,1,29
SO73165,291,15303,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73165,215,15303,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73165,205,15303,2013-12-15,2013-12-22,2013-12-27,24,1,24
SO73166,93,15282,2013-12-15,2013-12-22,2013-12-27,1215,1,1215
SO73166,295,15282,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73166,5,15282,2013-12-15,2013-12-22,2013-12-27,9,1,9
SO73166,217,15282,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73167,98,17248,2013-12-15,2013-12-22,2013-12-27,2384,1,2384
SO73168,95,4847,2013-12-15,2013-12-22,2013-12-27,2384,1,2384
SO73168,273,4847,2013-12-15,2013-12-22,2013-12-27,54,1,54
SO73168,103,4847,2013-12-15,2013-12-22,2013-12-27,9,1,9
SO73169,38,13401,2013-12-15,2013-12-22,2013-12-27,540,1,540
SO73169,295,13401,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73169,5,13401,2013-12-15,2013-12-22,2013-12-27,9,1,9
SO73169,221,13401,2013-12-15,2013-12-22,2013-12-27,55,1,55
SO73170,39,12897,2013-12-15,2013-12-22,2013-12-27,540,1,540
SO73170,103,12897,2013-12-15,2013-12-22,2013-12-27,9,1,9
SO73171,39,13312,2013-12-15,2013-12-22,2013-12-27,540,1,540
SO73171,216,13312,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73171,223,13312,2013-12-15,2013-12-22,2013-12-27,50,1,50
SO73172,41,18028,2013-12-15,2013-12-22,2013-12-27,540,1,540
SO73172,215,18028,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73173,65,8110,2013-12-15,2013-12-22,2013-12-27,1701,1,1701
SO73173,286,8110,2013-12-15,2013-12-22,2013-12-27,25,1,25
SO73173,238,8110,2013-12-15,2013-12-22,2013-12-27,2,1,2
SO73174,64,16306,2013-12-15,2013-12-22,2013-12-27,1701,1,1701
SO73174,295,16306,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73174,5,16306,2013-12-15,2013-12-22,2013-12-27,9,1,9
SO73175,56,14503,2013-12-15,2013-12-22,2013-12-27,1120,1,1120
SO73175,270,14503,2013-12-15,2013-12-22,2013-12-27,54,1,54
SO73176,56,17742,2013-12-15,2013-12-22,2013-12-27,1120,1,1120
SO73176,5,17742,2013-12-15,2013-12-22,2013-12-27,9,1,9
SO73176,295,17742,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73176,217,17742,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73177,102,418,2013-12-15,2013-12-22,2013-12-27,2384,1,2384
SO73177,217,418,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73178,86,1012,2013-12-15,2013-12-22,2013-12-27,742,1,742
SO73179,102,2650,2013-12-15,2013-12-22,2013-12-27,2384,1,2384
SO73179,277,2650,2013-12-15,2013-12-22,2013-12-27,9,1,9
SO73180,102,2956,2013-12-15,2013-12-22,2013-12-27,2384,1,2384
SO73180,215,2956,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73180,204,2956,2013-12-15,2013-12-22,2013-12-27,24,1,24
SO73181,40,15562,2013-12-15,2013-12-22,2013-12-27,540,1,540
SO73181,5,15562,2013-12-15,2013-12-22,2013-12-27,9,1,9
SO73181,295,15562,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73182,40,16471,2013-12-15,2013-12-22,2013-12-27,540,1,540
SO73182,5,16471,2013-12-15,2013-12-22,2013-12-27,9,1,9
SO73182,295,16471,2013-12-15,2013-12-22,2013-12-27,5,1,5
SO73182,217,16471,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73183,41,16484,2013-12-15,2013-12-22,2013-12-27,540,1,540
SO73183,217,16484,2013-12-15,2013-12-22,2013-12-27,35,1,35
SO73183,206,16484,2013-12-15,2013-12-22,2013-12-27,24,1,24
SO73184,66,11944,2013-12-16,2013-12-23,2013-12-28,1701,1,1701
SO73185,241,143,2013-12-16,2013-12-23,2013-12-28,120,1,120
SO73186,105,263,2013-12-16,2013-12-23,2013-12-28,8,1,8
SO73187,285,15130,2013-12-16,2013-12-23,2013-12-28,21,1,21
SO73188,295,13473,2013-12-16,2013-12-23,2013-12-28,5,1,5
SO73188,105,13473,2013-12-16,2013-12-23,2013-12-28,8,1,8
SO73189,27,2512,2013-12-16,2013-12-23,2013-12-28,2320,1,2320
SO73189,221,2512,2013-12-16,2013-12-23,2013-12-28,55,1,55
SO73189,222,2512,2013-12-16,2013-12-23,2013-12-28,50,1,50
SO73189,103,2512,2013-12-16,2013-12-23,2013-12-28,9,1,9
SO73190,75,5573,2013-12-16,2013-12-23,2013-12-28,2443,1,2443
SO73191,19,11618,2013-12-16,2013-12-23,2013-12-28,769,1,769
SO73191,283,11618,2013-12-16,2013-12-23,2013-12-28,30,1,30
SO73191,289,11618,2013-12-16,2013-12-23,2013-12-28,5,1,5
SO73191,238,11618,2013-12-16,2013-12-23,2013-12-28,2,1,2
SO73192,28,2553,2013-12-16,2013-12-23,2013-12-28,2320,1,2320
SO73192,111,2553,2013-12-16,2013-12-23,2013-12-28,22,1,22
SO73192,238,2553,2013-12-16,2013-12-23,2013-12-28,2,1,2
SO73193,14,8302,2013-12-16,2013-12-23,2013-12-28,565,1,565
SO73193,282,8302,2013-12-16,2013-12-23,2013-12-28,25,1,25
SO73194,290,18077,2013-12-16,2013-12-23,2013-12-28,4,1,4
SO73195,291,17290,2013-12-16,2013-12-23,2013-12-28,5,1,5
SO73195,225,17290,2013-12-16,2013-12-23,2013-12-28,50,1,50
SO73196,290,18036,2013-12-16,2013-12-23,2013-12-28,4,1,4
SO73196,286,18036,2013-12-16,2013-12-23,2013-12-28,25,1,25
SO73197,288,301,2013-12-16,2013-12-23,2013-12-28,29,1,29
SO73197,291,301,2013-12-16,2013-12-23,2013-12-28,5,1,5
SO73197,105,301,2013-12-16,2013-12-23,2013-12-28,8,1,8
SO73198,282,92,2013-12-16,2013-12-23,2013-12-28,25,1,25
SO73198,238,92,2013-12-16,2013-12-23,2013-12-28,2,1,2
SO73199,287,277,2013-12-16,2013-12-23,2013-12-28,33,1,33
SO73199,290,277,2013-12-16,2013-12-23,2013-12-28,4,1,4
SO73200,287,14166,2013-12-16,2013-12-23,2013-12-28,33,1,33
SO73200,222,14166,2013-12-16,2013-12-23,2013-12-28,50,1,50
SO73200,103,14166,2013-12-16,2013-12-23,2013-12-28,9,1,9
SO73201,287,277,2013-12-16,2013-12-23,2013-12-28,33,1,33
SO73202,290,8648,2013-12-16,2013-12-23,2013-12-28,4,1,4
SO73202,287,8648,2013-12-16,2013-12-23,2013-12-28,33,1,33
SO73202,278,8648,2013-12-16,2013-12-23,2013-12-28,159,1,159
SO73203,289,12064,2013-12-16,2013-12-23,2013-12-28,5,1,5
SO73203,283,12064,2013-12-16,2013-12-23,2013-12-28,30,1,30
SO73203,238,12064,2013-12-16,2013-12-23,2013-12-28,2,1,2
SO73204,283,12401,2013-12-16,2013-12-23,2013-12-28,30,1,30
SO73205,289,12302,2013-12-16,2013-12-23,2013-12-28,5,1,5
SO73205,283,12302,2013-12-16,2013-12-23,2013-12-28,30,1,30
SO73205,111,12302,2013-12-16,2013-12-23,2013-12-28,22,1,22
SO73206,4,2467,2013-12-16,2013-12-23,2013-12-28,10,1,10
SO73207,267,653,2013-12-16,2013-12-23,2013-12-28,70,1,70
SO73207,103,653,2013-12-16,2013-12-23,2013-12-28,9,1,9
SO73208,295,6179,2013-12-16,2013-12-23,2013-12-28,5,1,5
SO73208,103,6179,2013-12-16,2013-12-23,2013-12-28,9,1,9
SO73209,289,5213,2013-12-16,2013-12-23,2013-12-28,5,1,5
SO73209,215,5213,2013-12-16,2013-12-23,2013-12-28,35,1,35
SO73210,289,4739,2013-12-16,2013-12-23,2013-12-28,5,1,5
SO73210,238,4739,2013-12-16,2013-12-23,2013-12-28,2,1,2
SO73210,278,4739,2013-12-16,2013-12-23,2013-12-28,159,1,159
SO73211,289,10760,2013-12-16,2013-12-23,2013-12-28,5,1,5
SO73211,215,10760,2013-12-16,2013-12-23,2013-12-28,35,1,35
SO73211,204,10760,2013-12-16,2013-12-23,2013-12-28,24,1,24
SO73212,284,1407,2013-12-16,2013-12-23,2013-12-28,35,1,35
SO73213,282,6856,2013-12-16,2013-12-23,2013-12-28,25,1,25
SO73213,289,6856,2013-12-16,2013-12-23,2013-12-28,5,1,5
SO73213,241,6856,2013-12-16,2013-12-23,2013-12-28,120,1,120
SO73214,290,13580,2013-12-16,2013-12-23,2013-12-28,4,1,4
SO73214,217,13580,2013-12-16,2013-12-23,2013-12-28,35,1,35
SO73215,289,12600,2013-12-16,2013-12-23,2013-12-28,5,1,5
SO73215,283,12600,2013-12-16,2013-12-23,2013-12-28,30,1,30
SO73215,105,12600,2013-12-16,2013-12-23,2013-12-28,8,1,8
SO73216,295,7631,2013-12-16,2013-12-23,2013-12-28,5,1,5
SO73216,217,7631,2013-12-16,2013-12-23,2013-12-28,35,1,35
SO73216,103,7631,2013-12-16,2013-12-23,2013-12-28,9,1,9
SO73217,290,16959,2013-12-16,2013-12-23,2013-12-28,4,1,4
SO73217,216,16959,2013-12-16,2013-12-23,2013-12-28,35,1,35
SO73218,291,16188,2013-12-16,2013-12-23,2013-12-28,5,1,5
SO73218,238,16188,2013-12-16,2013-12-23,2013-12-28,2,1,2
SO73219,284,3372,2013-12-16,2013-12-23,2013-12-28,35,1,35
SO73219,238,3372,2013-12-16,2013-12-23,2013-12-28,2,1,2
SO73220,284,669,2013-12-16,2013-12-23,2013-12-28,35,1,35
SO73220,289,669,2013-12-16,2013-12-23,2013-12-28,5,1,5
SO73220,216,669,2013-12-16,2013-12-23,2013-12-28,35,1,35
SO73221,111,2307,2013-12-16,2013-12-23,2013-12-28,22,1,22
SO73221,224,2307,2013-12-16,2013-12-23,2013-12-28,50,1,50
SO73222,103,1517,2013-12-16,2013-12-23,2013-12-28,9,1,9
SO73223,103,1595,2013-12-16,2013-12-23,2013-12-28,9,1,9
SO73224,223,1337,2013-12-16,2013-12-23,2013-12-28,50,1,50
SO73225,8,5211,2013-12-16,2013-12-23,2013-12-28,540,1,540
SO73225,282,5211,2013-12-16,2013-12-23,2013-12-28,25,1,25
SO73225,289,5211,2013-12-16,2013-12-23,2013-12-28,5,1,5
SO73225,111,5211,2013-12-16,2013-12-23,2013-12-28,22,1,22
SO73225,270,5211,2013-12-16,2013-12-23,2013-12-28,54,1,54
SO73226,25,7595,2013-12-16,2013-12-23,2013-12-28,2295,1,2295
SO73226,111,7595,2013-12-16,2013-12-23,2013-12-28,22,1,22
SO73226,103,7595,2013-12-16,2013-12-23,2013-12-28,9,1,9
SO73227,28,2919,2013-12-16,2013-12-23,2013-12-28,2320,1,2320
SO73227,4,2919,2013-12-16,2013-12-23,2013-12-28,10,1,10
SO73227,295,2919,2013-12-16,2013-12-23,2013-12-28,5,1,5
SO73227,273,2919,2013-12-16,2013-12-23,2013-12-28,54,1,54
SO73227,103,2919,2013-12-16,2013-12-23,2013-12-28,9,1,9
SO73228,27,7614,2013-12-16,2013-12-23,2013-12-28,2320,1,2320
SO73228,111,7614,2013-12-16,2013-12-23,2013-12-28,22,1,22
SO73229,19,4531,2013-12-16,2013-12-23,2013-12-28,769,1,769
SO73229,111,4531,2013-12-16,2013-12-23,2013-12-28,22,1,22
SO73229,221,4531,2013-12-16,2013-12-23,2013-12-28,55,1,55
SO73230,19,4521,2013-12-16,2013-12-23,2013-12-28,769,1,769
SO73230,215,4521,2013-12-16,2013-12-23,2013-12-28,35,1,35
SO73230,206,4521,2013-12-16,2013-12-23,2013-12-28,24,1,24
SO73231,18,4473,2013-12-16,2013-12-23,2013-12-28,769,1,769
SO73231,105,4473,2013-12-16,2013-12-23,2013-12-28,8,1,8
SO73232,24,7533,2013-12-16,2013-12-23,2013-12-28,2295,1,2295
SO73232,284,7533,2013-12-16,2013-12-23,2013-12-28,35,1,35
SO73232,289,7533,2013-12-16,2013-12-23,2013-12-28,5,1,5
SO73232,238,7533,2013-12-16,2013-12-23,2013-12-28,2,1,2
SO73232,105,7533,2013-12-16,2013-12-23,2013-12-28,8,1,8
SO73233,26,7377,2013-12-16,2013-12-23,2013-12-28,2295,1,2295
SO73233,284,7377,2013-12-16,2013-12-23,2013-12-28,35,1,35
SO73233,289,7377,2013-12-16,2013-12-23,2013-12-28,5,1,5
SO73233,216,7377,2013-12-16,2013-12-23,2013-12-28,35,1,35
SO73234,26,7395,2013-12-16,2013-12-23,2013-12-28,2295,1,2295
SO73234,238,7395,2013-12-16,2013-12-23,2013-12-28,2,1,2
SO73235,90,16882,2013-12-16,2013-12-23,2013-12-28,742,1,742
SO73235,215,16882,2013-12-16,2013-12-23,2013-12-28,35,1,35
SO73236,98,7142,2013-12-16,2013-12-23,2013-12-28,2384,1,2384
SO73236,291,7142,2013-12-16,2013-12-23,2013-12-28,5,1,5
SO73236,288,7142,2013-12-16,2013-12-23,2013-12-28,29,1,29
SO73236,238,7142,2013-12-16,2013-12-23,2013-12-28,2,1,2
SO73237,65,13482,2013-12-16,2013-12-23,2013-12-28,1701,1,1701
SO73237,216,13482,2013-12-16,2013-12-23,2013-12-28,35,1,35
